trip_id,start_time,end_time,headway_secs,exact_times
weekday_U7830_U783002_3,10:00:00,11:00:00,1800,0
weekday_U7830_U783002_4,11:45:00,12:30:00,2700,0
weekday_U7830_U783002_5,13:00:00,14:30:00,2700,0
weekday_U7830_U783002_6,15:00:00,16:00:00,1800,0
weekday_U7830_U783002_7,16:30:00,17:15:00,2700,0
weekday_U7830_U783002_8,18:00:00,18:30:00,1800,0
weekday_U7830_U783002_9,19:30:00,20:00:00,3600,0
weekday_U7830_U783002_10,20:30:00,23:30:00,3600,0
weekday_T4500_T450002_0,06:00:00,06:20:00,1200,0
weekday_T4500_T450002_1,06:50:00,07:50:00,1800,0
weekday_T4500_T450002_2,08:25:00,19:30:00,2100,0
weekday_T4500_T450002_3,20:20:00,22:00:00,3000,0
weekday_T4500_T450001_4,06:00:00,06:01:00,3000,0
weekend_T4500_T450002_0,06:00:00,07:00:00,1800,0
weekend_T4500_T450002_1,07:40:00,13:00:00,2400,0
weekend_T4500_T450002_2,13:45:00,21:15:00,2700,0
weekend_T4500_T450002_3,22:00:00,22:01:00,2700,0
weekday_S2020_S202002_0,06:00:00,06:01:00,900,0
weekday_S2020_S202002_1,06:15:00,06:45:00,900,0
weekday_S2020_S202002_2,07:00:00,16:00:00,1800,0
weekday_S2020_S202002_3,16:20:00,17:00:00,1200,0
weekday_S2020_S202002_4,17:30:00,22:00:00,1800,0
weekday_S2020_S202001_5,06:00:00,06:10:00,900,0
weekend_S2020_S202002_0,06:00:00,06:01:00,900,0
weekend_S2020_S202002_1,06:15:00,06:45:00,900,0
weekend_S2020_S202002_2,07:00:00,16:00:00,1800,0
weekend_S2020_S202002_3,16:20:00,17:00:00,1200,0
weekend_S2020_S202002_4,17:30:00,22:00:00,1800,0
weekend_S2020_S202001_5,06:00:00,06:10:00,900,0
weekday_U6500_U650001_0,05:40:00,06:00:00,1200,0
weekday_U6500_U650001_1,06:20:00,07:00:00,1200,0
weekday_U6500_U650001_2,07:20:00,09:20:00,1800,0
weekday_U6500_U650001_3,09:50:00,15:20:00,1800,0
weekday_U6500_U650001_4,15:50:00,16:50:00,1200,0
weekday_U6500_U650001_5,17:20:00,18:50:00,1800,0
weekday_U6500_U650001_6,19:20:00,19:21:00,2400,0
weekday_U6500_U650001_7,20:00:00,20:50:00,3000,0
weekday_U6500_U650001_8,22:00:00,22:01:00,4200,0
weekday_U6500_U650001_9,23:00:00,23:01:00,3600,0
weekday_T7540_T754002_0,06:00:00,20:00:00,1800,0
weekday_T7540_T754002_1,21:15:00,22:30:00,4500,0
weekday_T7540_T754002_2,23:30:00,23:45:00,3600,0
weekend_T7540_T754002_0,06:00:00,20:00:00,3600,0
weekend_T7540_T754002_1,21:15:00,22:30:00,4500,0
weekend_T7540_T754002_2,23:30:00,23:45:00,3600,0
weekend_U6500_U650001_0,05:40:00,06:20:00,1200,0
weekend_U6500_U650001_1,06:40:00,07:20:00,2400,0
weekend_U6500_U650001_2,07:55:00,07:56:00,2100,0
weekend_U6500_U650001_3,08:15:00,08:16:00,1200,0
weekend_U6500_U650001_4,08:55:00,08:56:00,2400,0
weekend_U6500_U650001_5,09:30:00,09:31:00,2100,0
weekend_U6500_U650001_6,09:50:00,09:51:00,1200,0
weekend_U6500_U650001_7,10:30:00,11:50:00,2400,0
weekend_U6500_U650001_8,12:45:00,14:35:00,3300,0
weekend_U6500_U650001_9,15:15:00,15:16:00,2400,0
weekend_U6500_U650001_10,15:45:00,15:46:00,1800,0
weekend_U6500_U650001_11,16:10:00,16:11:00,1500,0
weekend_U6500_U650001_12,16:50:00,17:20:00,1800,0
weekend_U6500_U650001_13,17:45:00,17:46:00,2400,0
weekend_U6500_U650001_14,18:25:00,18:55:00,1800,0
weekend_U6500_U650001_15,19:20:00,20:40:00,2400,0
weekend_U6500_U650001_16,22:00:00,22:01:00,3600,0
weekend_U6500_U650001_17,23:00:00,23:01:00,3600,0
weekend_U5800_U580002_0,06:00:00,07:00:00,1800,0
weekend_U5800_U580002_1,07:30:00,08:30:00,1800,0
weekend_U5800_U580002_2,09:20:00,09:21:00,3000,0
weekend_U5800_U580002_3,09:50:00,10:50:00,1800,0
weekend_U5800_U580002_4,11:40:00,11:41:00,3000,0
weekend_U5800_U580002_5,12:10:00,13:10:00,1800,0
weekend_U5800_U580002_6,14:00:00,14:01:00,3000,0
weekend_U5800_U580002_7,14:30:00,15:30:00,1800,0
weekend_U5800_U580002_8,16:20:00,16:21:00,3000,0
weekend_U5800_U580002_9,16:50:00,17:20:00,1800,0
weekend_U5800_U580002_10,18:00:00,18:01:00,2400,0
weekend_U5800_U580002_11,19:00:00,22:00:00,3600,0
weekday_U5810_U581002_0,06:30:00,17:45:00,2700,0
weekday_U5810_U581002_1,18:45:00,18:46:00,3600,0
weekday_U5810_U581002_2,20:00:00,20:01:00,4500,0
weekday_U5810_U581002_3,21:40:00,21:41:00,6000,0
weekend_U5810_U581002_0,06:30:00,17:45:00,2700,0
weekend_U5810_U581002_1,18:45:00,18:46:00,3600,0
weekend_U5810_U581002_2,20:00:00,20:01:00,4500,0
weekend_U5810_U581002_3,21:40:00,21:41:00,6000,0
weekend_U5810_U581002_4,23:20:00,23:21:00,6000,0
weekday_U5410_U541002_1,06:40:00,10:00:00,3000,0
weekday_U5410_U541002_2,11:00:00,15:00:00,3600,0
weekday_U5410_U541002_3,15:50:00,18:20:00,3000,0
weekday_U5410_U541002_6,23:30:00,23:31:00,6600,0
weekend_U5410_U541002_1,06:40:00,10:00:00,3000,0
weekend_U5410_U541002_2,11:00:00,15:00:00,3600,0
weekend_U5410_U541002_3,15:50:00,18:20:00,3000,0
weekend_U5410_U541002_6,23:30:00,23:31:00,6600,0
weekday_T6010_T601002_0,06:00:00,07:10:00,2100,0
weekday_T6010_T601002_1,07:45:00,11:30:00,2700,0
weekday_T6010_T601002_2,12:50:00,14:10:00,4800,0
weekday_T6010_T601002_3,15:30:00,18:30:00,2700,0
weekday_U4000_U400002_0,05:30:00,06:30:00,900,0
weekday_U4000_U400002_1,06:40:00,07:40:00,600,0
weekday_U4000_U400002_2,07:55:00,08:25:00,900,0
weekday_U4000_U400002_3,08:55:00,08:56:00,1800,0
weekday_U4000_U400002_4,09:10:00,09:25:00,900,0
weekday_U4000_U400002_5,09:35:00,10:35:00,600,0
weekday_U4000_U400002_6,10:50:00,11:20:00,900,0
weekday_U4000_U400002_7,11:50:00,11:51:00,1800,0
weekday_U4000_U400002_8,12:05:00,12:20:00,900,0
weekday_U4000_U400002_9,12:30:00,13:30:00,600,0
weekday_U4000_U400002_10,13:45:00,14:15:00,900,0
weekday_U4000_U400002_11,14:45:00,14:46:00,1800,0
weekday_U4000_U400002_12,15:00:00,15:15:00,900,0
weekday_U4000_U400002_13,15:25:00,16:25:00,600,0
weekday_U4000_U400002_14,16:40:00,17:10:00,900,0
weekday_U4000_U400002_15,17:40:00,17:41:00,1800,0
weekday_U4000_U400002_16,18:00:00,18:01:00,1200,0
weekday_U4000_U400002_17,18:30:00,22:30:00,1800,0
weekday_U4000_U400001_18,06:15:00,06:16:00,600,0
weekend_U4000_U400002_0,06:00:00,06:30:00,900,0
weekend_U4000_U400002_1,06:45:00,08:00:00,900,0
weekend_U4000_U400002_2,08:25:00,08:26:00,1500,0
weekend_U4000_U400002_3,09:00:00,09:01:00,2100,0
weekend_U4000_U400002_4,09:30:00,09:31:00,1800,0
weekend_U4000_U400002_5,09:45:00,10:45:00,900,0
weekend_U4000_U400002_6,11:10:00,11:11:00,1500,0
weekend_U4000_U400002_7,11:45:00,11:46:00,2100,0
weekend_U4000_U400002_8,12:15:00,12:16:00,1800,0
weekend_U4000_U400002_9,12:30:00,13:30:00,900,0
weekend_U4000_U400002_10,13:55:00,13:56:00,1500,0
weekend_U4000_U400002_11,14:30:00,14:31:00,2100,0
weekend_U4000_U400002_12,15:00:00,15:01:00,1800,0
weekend_U4000_U400002_13,15:15:00,16:15:00,900,0
weekend_U4000_U400002_14,16:40:00,16:41:00,1500,0
weekend_U4000_U400002_15,17:15:00,17:16:00,2100,0
weekend_U4000_U400002_16,17:45:00,17:46:00,1800,0
weekend_U4000_U400002_17,18:05:00,18:06:00,1200,0
weekend_U4000_U400002_18,18:30:00,19:20:00,1500,0
weekend_U4000_U400002_19,19:50:00,21:20:00,1800,0
weekend_U4000_U400002_20,21:55:00,22:30:00,2100,0
weekday_T7560_T756002_0,06:00:00,07:10:00,4200,0
weekday_T7560_T756002_1,08:30:00,09:40:00,4200,0
weekday_T7560_T756002_2,11:00:00,13:20:00,4200,0
weekday_T7560_T756002_3,14:40:00,16:00:00,4800,0
weekday_T7560_T756002_4,17:10:00,18:30:00,4800,0
weekday_T7560_T756002_5,19:40:00,22:00:00,8400,0
weekday_T7560_T756001_6,06:00:00,06:45:00,4200,0
weekend_T7560_T756002_0,07:10:00,08:05:00,5400,0
weekend_T7560_T756001_0,08:10:00,09:00:00,5400,0
weekend_T7560_T756002_1,09:40:00,10:25:00,5400,0
weekend_T7560_T756001_1,10:30:00,11:15:00,5400,0
weekend_T7560_T756002_2,12:10:00,13:00:00,5400,0
weekend_T7560_T756001_2,13:05:00,14:00:00,5400,0
weekend_T7560_T756002_3,14:40:00,15:25:00,5400,0
weekend_T7560_T756001_3,15:30:00,16:15:00,5400,0
weekend_T7560_T756002_4,17:10:00,18:05:00,5400,0
weekend_T7560_T756001_4,18:10:00,19:05:00,5400,0
weekend_T7560_T756002_5,19:40:00,20:25:00,5400,0
weekend_T7560_T756001_5,20:30:00,21:20:00,5400,0
weekend_T7560_T756002_6,22:00:00,22:40:00,5400,0
weekend_T7560_T756001_7,06:00:00,06:45:00,4200,0
weekend_T7760_T776002_0,06:00:00,06:30:00,1800,0
weekend_T7760_T776002_1,07:10:00,07:40:00,1800,0
weekend_T7760_T776002_2,08:20:00,17:40:00,2400,0
weekend_T7760_T776002_3,18:30:00,19:00:00,1800,0
weekend_T7760_T776002_4,19:50:00,20:20:00,1800,0
weekend_T7760_T776002_5,21:30:00,23:30:00,3600,0
weekend_T7760_T776001_6,06:00:00,06:20:00,1800,0
weekday_T7860_T786002_0,06:00:00,09:00:00,1800,0
weekday_T7860_T786002_1,09:40:00,17:30:00,2400,0
weekday_T7860_T786002_2,17:30:00,19:00:00,1800,0
weekday_T7860_T786002_3,19:40:00,20:30:00,3000,0
weekday_T7860_T786002_4,21:30:00,23:30:00,3600,0
weekend_T7860_T786002_0,06:00:00,09:00:00,1800,0
weekend_T7860_T786002_1,09:40:00,17:30:00,2400,0
weekend_T7860_T786002_2,17:30:00,19:00:00,1800,0
weekend_T7860_T786002_3,19:40:00,20:30:00,3000,0
weekend_T7860_T786002_4,21:30:00,23:30:00,3600,0
weekday_U4500_U450002_0,05:30:00,05:31:00,1200,0
weekday_U4500_U450001_0,06:40:00,08:00:00,1200,0
weekday_U4500_U450002_1,05:50:00,05:51:00,1200,0
weekday_U4500_U450001_1,07:05:00,08:20:00,1200,0
weekday_U4500_U450002_2,06:10:00,06:11:00,1200,0
weekday_U4500_U450001_2,07:40:00,09:10:00,1200,0
weekday_U4500_U450002_3,06:30:00,06:31:00,1200,0
weekday_U4500_U450001_3,08:20:00,10:10:00,1200,0
weekday_U4500_U450002_4,06:50:00,06:51:00,1200,0
weekday_U4500_U450001_4,09:00:00,11:10:00,1200,0
weekday_U4500_U450002_5,07:10:00,07:11:00,1200,0
weekday_U4500_U450001_5,09:20:00,11:30:00,1200,0
weekday_U4500_U450002_6,07:30:00,07:31:00,1200,0
weekday_U4500_U450001_6,09:40:00,11:50:00,1200,0
weekday_U4500_U450002_7,07:50:00,07:51:00,1200,0
weekday_U4500_U450001_7,10:10:00,12:30:00,1200,0
weekday_U4500_U450002_8,08:30:00,08:31:00,2400,0
weekday_U4500_U450001_8,10:30:00,12:30:00,2400,0
weekday_U4500_U450002_9,09:10:00,09:11:00,2400,0
weekday_U4500_U450001_9,11:00:00,12:50:00,2400,0
weekday_U4500_U450002_10,09:50:00,09:51:00,2400,0
weekday_U4500_U450001_10,11:20:00,12:50:00,2400,0
weekday_U4500_U450002_11,10:30:00,10:31:00,1200,0
weekday_U4500_U450001_11,12:00:00,13:30:00,1200,0
weekday_U4500_U450001_12,12:20:00,13:50:00,1200,0
weekday_U4500_U450002_13,11:10:00,11:11:00,1200,0
weekday_U4500_U450001_13,12:40:00,14:10:00,1200,0
weekday_U4500_U450002_14,11:30:00,11:31:00,1200,0
weekday_U4500_U450001_14,13:00:00,14:30:00,1200,0
weekday_U4500_U450002_15,11:50:00,11:51:00,2400,0
weekday_U4500_U450001_15,13:30:00,15:10:00,2400,0
weekday_U4500_U450002_16,12:30:00,12:31:00,1800,0
weekday_U4500_U450001_16,14:00:00,15:30:00,1800,0
weekday_U4500_U450002_17,13:00:00,13:01:00,1800,0
weekday_U4500_U450001_17,14:40:00,16:20:00,1800,0
weekday_U4500_U450002_18,13:30:00,13:31:00,2400,0
weekday_U4500_U450001_18,15:00:00,16:30:00,2400,0
weekday_U4500_U450002_19,14:10:00,14:11:00,1800,0
weekday_U4500_U450001_19,15:40:00,17:10:00,1800,0
weekday_U4500_U450002_20,14:40:00,14:41:00,1800,0
weekday_U4500_U450001_20,16:10:00,17:40:00,1800,0
weekday_U4500_U450002_21,15:10:00,15:11:00,1200,0
weekday_U4500_U450001_21,16:40:00,18:10:00,1200,0
weekday_U4500_U450002_22,15:30:00,15:31:00,1200,0
weekday_U4500_U450001_22,17:00:00,18:30:00,1200,0
weekday_U4500_U450002_23,15:50:00,15:51:00,1200,0
weekday_U4500_U450001_23,17:30:00,19:10:00,1200,0
weekday_U4500_U450002_24,16:10:00,16:11:00,1800,0
weekday_U4500_U450001_24,17:50:00,19:30:00,1800,0
weekday_U4500_U450002_25,16:40:00,16:41:00,1800,0
weekday_U4500_U450001_25,18:20:00,20:00:00,1800,0
weekday_U4500_U450002_26,17:10:00,17:11:00,2400,0
weekday_U4500_U450001_26,19:00:00,20:50:00,2400,0
weekday_U4500_U450002_27,17:50:00,17:51:00,1800,0
weekday_U4500_U450001_27,19:40:00,21:30:00,1800,0
weekday_U4500_U450002_28,18:20:00,18:21:00,1800,0
weekday_U4500_U450001_28,20:00:00,21:40:00,1800,0
weekday_U4500_U450002_29,18:50:00,18:51:00,1800,0
weekday_U4500_U450001_29,20:30:00,22:10:00,1800,0
weekday_U4500_U450002_30,19:20:00,19:21:00,2400,0
weekday_U4500_U450001_30,20:55:00,22:30:00,2400,0
weekday_U4500_U450002_31,20:00:00,20:01:00,3600,0
weekday_U4500_U450001_31,21:30:00,23:00:00,3600,0
weekday_U4500_U450002_32,21:00:00,21:01:00,3600,0
weekday_U4500_U450001_32,22:30:00,24:00:00,3600,0
weekday_U4500_U450002_33,22:00:00,22:01:00,3600,0
weekday_U4500_U450001_33,23:30:00,24:50:00,3600,0
weekday_U4500_U450001_34,06:00:00,06:01:00,1200,0
weekend_U1510_U151001_0,07:15:00,08:25:00,1800,0
weekend_U1510_U151002_1,06:30:00,07:30:00,1800,0
weekend_U1510_U151001_1,08:30:00,09:30:00,1800,0
weekend_U1510_U151002_2,09:00:00,10:30:00,5400,0
weekend_U1510_U151001_2,10:45:00,12:15:00,5400,0
weekend_U1510_U151002_3,11:15:00,12:45:00,2700,0
weekend_U1510_U151001_3,13:00:00,14:30:00,2700,0
weekend_U1510_U151001_4,16:00:00,17:30:00,5400,0
weekend_U1510_U151002_5,15:00:00,16:30:00,2700,0
weekend_U1510_U151001_5,16:45:00,18:15:00,2700,0
weekend_U1510_U151001_6,19:45:00,21:15:00,5400,0
weekend_U1510_U151001_7,21:30:00,22:50:00,5400,0
weekend_U1510_U151001_8,22:00:00,23:15:00,3600,0
weekday_S2060_S206002_0,06:30:00,07:30:00,3600,0
weekday_S2060_S206001_0,07:10:00,21:30:00,3600,0
weekday_S2060_S206002_1,08:00:00,09:00:00,3600,0
weekday_S2060_S206001_1,08:40:00,21:30:00,3600,0
weekday_S2060_S206002_2,12:00:00,13:00:00,3600,0
weekday_S2060_S206001_2,12:40:00,21:30:00,3600,0
weekday_S2060_S206001_3,15:10:00,21:30:00,3600,0
weekday_S2060_S206002_4,18:00:00,18:35:00,3600,0
weekday_S2060_S206001_4,18:40:00,19:15:00,3600,0
weekday_S2060_S206002_5,19:00:00,19:35:00,3600,0
weekday_S2060_S206001_5,19:40:00,20:15:00,3600,0
weekday_S2060_S206002_6,20:00:00,20:35:00,3600,0
weekday_S2060_S206001_7,06:30:00,07:05:00,3600,0
weekday_U1510_U151001_0,07:15:00,08:25:00,1800,0
weekday_U1510_U151002_1,06:30:00,07:30:00,1800,0
weekday_U1510_U151001_1,08:30:00,09:30:00,1800,0
weekday_U1510_U151002_2,09:00:00,10:30:00,5400,0
weekday_U1510_U151001_2,10:45:00,12:15:00,5400,0
weekday_U1510_U151002_3,11:15:00,12:45:00,2700,0
weekday_U1510_U151001_3,13:00:00,14:30:00,2700,0
weekday_U1510_U151001_4,16:00:00,17:30:00,5400,0
weekday_U1510_U151002_5,15:00:00,16:30:00,2700,0
weekday_U1510_U151001_5,16:45:00,18:15:00,2700,0
weekday_U1510_U151001_6,19:45:00,21:15:00,5400,0
weekday_U1510_U151001_7,21:30:00,22:50:00,5400,0
weekday_U1510_U151001_8,22:00:00,23:15:00,3600,0
weekend_S2060_S206002_0,06:30:00,07:30:00,3600,0
weekend_S2060_S206001_0,07:10:00,21:30:00,3600,0
weekend_S2060_S206002_1,08:00:00,09:00:00,3600,0
weekend_S2060_S206001_1,08:40:00,21:30:00,3600,0
weekend_S2060_S206002_2,12:00:00,13:00:00,3600,0
weekend_S2060_S206001_2,12:40:00,21:30:00,3600,0
weekend_S2060_S206001_3,15:10:00,21:30:00,3600,0
weekend_S2060_S206002_4,18:00:00,18:35:00,3600,0
weekend_S2060_S206001_4,18:40:00,19:15:00,3600,0
weekend_S2060_S206002_5,19:00:00,19:35:00,3600,0
weekend_S2060_S206001_5,19:40:00,20:15:00,3600,0
weekend_S2060_S206002_6,20:00:00,20:35:00,3600,0
weekend_S2060_S206001_7,06:30:00,07:05:00,3600,0
weekend_U4500_U450002_0,05:30:00,05:31:00,1200,0
weekend_U4500_U450001_0,06:25:00,07:20:00,1200,0
weekend_U4500_U450002_1,05:50:00,05:51:00,1200,0
weekend_U4500_U450001_1,06:55:00,08:00:00,1200,0
weekend_U4500_U450002_2,06:10:00,06:11:00,1200,0
weekend_U4500_U450001_2,07:20:00,08:30:00,1200,0
weekend_U4500_U450002_3,06:30:00,06:31:00,1200,0
weekend_U4500_U450001_3,07:45:00,09:00:00,1200,0
weekend_U4500_U450002_4,06:50:00,06:51:00,1200,0
weekend_U4500_U450001_4,08:10:00,09:30:00,1200,0
weekend_U4500_U450002_5,07:10:00,07:11:00,1200,0
weekend_U4500_U450001_5,08:30:00,09:50:00,1200,0
weekend_U4500_U450002_6,07:30:00,07:31:00,1200,0
weekend_U4500_U450001_6,08:50:00,10:10:00,1200,0
weekend_U4500_U450002_7,07:50:00,07:51:00,1800,0
weekend_U4500_U450001_7,09:05:00,10:20:00,1800,0
weekend_U4500_U450002_8,08:20:00,08:21:00,2400,0
weekend_U4500_U450001_8,09:40:00,11:00:00,2400,0
weekend_U4500_U450002_9,09:00:00,09:01:00,2400,0
weekend_U4500_U450001_9,10:30:00,12:00:00,2400,0
weekend_U4500_U450002_10,09:40:00,09:41:00,2400,0
weekend_U4500_U450001_10,11:00:00,12:20:00,2400,0
weekend_U4500_U450002_11,10:00:00,10:01:00,1200,0
weekend_U4500_U450001_11,11:25:00,12:50:00,1200,0
weekend_U4500_U450002_12,10:20:00,10:21:00,1200,0
weekend_U4500_U450001_12,11:45:00,13:10:00,1200,0
weekend_U4500_U450002_13,10:40:00,10:41:00,1200,0
weekend_U4500_U450001_13,12:10:00,13:40:00,1200,0
weekend_U4500_U450002_14,11:00:00,11:01:00,1800,0
weekend_U4500_U450001_14,12:35:00,14:10:00,1800,0
weekend_U4500_U450002_15,11:30:00,11:31:00,2400,0
weekend_U4500_U450001_15,13:05:00,14:40:00,2400,0
weekend_U4500_U450002_16,12:10:00,12:11:00,1200,0
weekend_U4500_U450001_16,13:45:00,15:20:00,1200,0
weekend_U4500_U450002_17,12:30:00,12:31:00,1200,0
weekend_U4500_U450001_17,14:05:00,15:40:00,1200,0
weekend_U4500_U450002_18,13:10:00,13:11:00,2400,0
weekend_U4500_U450001_18,14:40:00,16:10:00,2400,0
weekend_U4500_U450002_19,13:30:00,13:31:00,1200,0
weekend_U4500_U450001_19,15:00:00,16:30:00,1200,0
weekend_U4500_U450002_20,13:50:00,13:51:00,1200,0
weekend_U4500_U450001_20,15:20:00,16:50:00,1200,0
weekend_U4500_U450002_21,14:10:00,14:11:00,1800,0
weekend_U4500_U450001_21,15:45:00,17:20:00,1800,0
weekend_U4500_U450002_22,14:40:00,14:41:00,2400,0
weekend_U4500_U450001_22,16:15:00,17:50:00,2400,0
weekend_U4500_U450002_23,15:20:00,15:21:00,2400,0
weekend_U4500_U450001_23,16:55:00,18:30:00,2400,0
weekend_U4500_U450002_24,16:00:00,16:01:00,2400,0
weekend_U4500_U450001_24,17:35:00,19:10:00,2400,0
weekend_U4500_U450002_25,16:30:00,16:31:00,1800,0
weekend_U4500_U450001_25,18:05:00,19:40:00,1800,0
weekend_U4500_U450002_26,17:00:00,17:01:00,1800,0
weekend_U4500_U450001_26,18:35:00,20:10:00,1800,0
weekend_U4500_U450002_27,17:30:00,17:31:00,1800,0
weekend_U4500_U450001_27,19:05:00,20:40:00,1800,0
weekend_U4500_U450002_28,18:00:00,18:01:00,1800,0
weekend_U4500_U450001_28,19:30:00,21:00:00,1800,0
weekend_U4500_U450002_29,18:30:00,18:31:00,1800,0
weekend_U4500_U450001_29,20:00:00,21:30:00,1800,0
weekend_U4500_U450002_30,19:00:00,19:01:00,1800,0
weekend_U4500_U450001_30,20:30:00,22:00:00,1800,0
weekend_U4500_U450002_31,20:00:00,20:01:00,3600,0
weekend_U4500_U450001_31,21:30:00,23:00:00,3600,0
weekend_U4500_U450002_32,21:00:00,21:01:00,3600,0
weekend_U4500_U450001_32,22:30:00,24:00:00,3600,0
weekend_U4500_U450002_33,22:00:00,22:01:00,3600,0
weekend_U4500_U450001_33,23:30:00,24:50:00,3600,0
weekday_U6020_U602002_0,05:30:00,05:31:00,1800,0
weekday_U6020_U602002_1,06:00:00,06:40:00,1200,0
weekday_U6020_U602002_2,07:00:00,08:00:00,1200,0
weekday_U6020_U602002_3,08:30:00,08:31:00,1800,0
weekday_U6020_U602002_4,08:50:00,08:51:00,1200,0
weekday_U6020_U602002_5,09:15:00,11:20:00,1500,0
weekday_U6020_U602002_6,11:50:00,15:20:00,1800,0
weekday_U6020_U602002_7,15:45:00,17:00:00,1500,0
weekday_U6020_U602002_8,17:30:00,20:00:00,1800,0
weekday_U6020_U602002_9,20:25:00,20:26:00,1500,0
weekday_U6020_U602002_10,21:00:00,21:01:00,2100,0
weekday_U6020_U602002_11,21:40:00,23:00:00,2400,0
weekend_U5060_U506002_0,06:30:00,07:15:00,3600,0
weekend_U5060_U506001_1,06:30:00,08:30:00,3600,0
weekend_U5060_U506002_1,07:30:00,09:30:00,3600,0
weekend_U5060_U506001_2,09:20:00,09:21:00,3000,0
weekend_U5060_U506002_2,10:30:00,11:30:00,3000,0
weekend_U5060_U506001_3,10:20:00,16:20:00,3600,0
weekend_U5060_U506002_3,11:30:00,17:30:00,3600,0
weekend_U5060_U506001_4,17:00:00,17:01:00,2400,0
weekend_U5060_U506002_4,18:15:00,19:15:00,2400,0
weekend_U5060_U506001_5,18:00:00,19:00:00,3600,0
weekend_U5060_U506002_5,19:10:00,20:10:00,3600,0
weekend_U5060_U506001_6,20:30:00,21:20:00,5400,0
weekend_U5060_U506002_6,21:30:00,22:15:00,5400,0
weekend_U5060_U506001_7,21:30:00,23:30:00,3600,0
weekend_U5060_U506002_7,22:30:00,23:15:00,3600,0
weekday_U2020_U202001_0,06:00:00,07:05:00,900,0
weekday_U2020_U202002_1,05:15:00,05:30:00,900,0
weekday_U2020_U202001_1,06:25:00,06:40:00,900,0
weekday_U2020_U202002_2,05:45:00,06:00:00,900,0
weekday_U2020_U202001_2,07:00:00,07:15:00,900,0
weekday_U2020_U202001_3,07:40:00,08:50:00,900,0
weekday_U2020_U202001_4,08:05:00,09:10:00,900,0
weekday_U2020_U202002_5,06:45:00,07:00:00,900,0
weekday_U2020_U202001_5,08:20:00,08:35:00,900,0
weekday_U2020_U202001_6,08:55:00,10:10:00,1200,0
weekday_U2020_U202002_7,07:40:00,08:00:00,1200,0
weekday_U2020_U202001_7,09:20:00,09:40:00,1200,0
weekday_U2020_U202001_8,09:50:00,11:05:00,1200,0
weekday_U2020_U202002_9,08:40:00,10:40:00,1200,0
weekday_U2020_U202001_9,10:00:00,12:00:00,1200,0
weekday_U2020_U202002_10,11:00:00,13:20:00,1200,0
weekday_U2020_U202001_10,12:20:00,14:40:00,1200,0
weekday_U2020_U202002_11,13:40:00,15:00:00,1200,0
weekday_U2020_U202001_11,15:00:00,16:20:00,1200,0
weekday_U2020_U202002_12,15:20:00,16:20:00,1200,0
weekday_U2020_U202001_12,16:40:00,17:40:00,1200,0
weekday_U2020_U202002_13,16:40:00,17:20:00,1200,0
weekday_U2020_U202001_13,18:10:00,18:50:00,1200,0
weekday_U2020_U202001_14,19:10:00,20:25:00,1200,0
weekday_U2020_U202001_15,19:40:00,20:55:00,1800,0
weekday_U2020_U202002_16,18:45:00,19:20:00,2100,0
weekday_U2020_U202001_16,20:15:00,20:50:00,2100,0
weekday_U2020_U202001_17,21:15:00,22:30:00,2100,0
weekday_U2020_U202002_18,20:30:00,21:05:00,2100,0
weekday_U2020_U202001_18,21:50:00,22:25:00,2100,0
weekday_U2020_U202001_19,22:40:00,23:35:00,2100,0
weekday_U2020_U202001_20,23:20:00,24:15:00,2400,0
weekday_U2020_U202001_21,24:00:00,24:50:00,2400,0
weekend_S4000_S400002_0,06:00:00,06:15:00,900,0
weekend_S4000_S400002_1,06:30:00,18:30:00,1200,0
weekend_S4000_S400002_2,18:55:00,21:00:00,1500,0
weekend_S4000_S400002_3,21:30:00,22:00:00,1800,0
weekend_U8020_U802002_0,06:00:00,07:00:00,3600,0
weekend_U1710_U171002_0,05:30:00,06:00:00,1800,0
weekend_U1710_U171001_0,06:30:00,07:00:00,1800,0
weekend_U1710_U171001_1,07:40:00,08:35:00,1800,0
weekend_U1710_U171002_2,07:00:00,08:00:00,1800,0
weekend_U1710_U171001_2,08:15:00,09:15:00,1800,0
weekend_U1710_U171002_3,08:30:00,09:00:00,1800,0
weekend_U1710_U171001_3,09:55:00,10:25:00,1800,0
weekend_U1710_U171002_4,09:40:00,13:00:00,2400,0
weekend_U1710_U171001_4,11:05:00,14:25:00,2400,0
weekend_U1710_U171002_5,13:40:00,17:40:00,2400,0
weekend_U1710_U171001_5,15:05:00,19:05:00,2400,0
weekend_U1710_U171001_6,19:45:00,20:55:00,2400,0
weekend_U1710_U171002_7,19:05:00,19:50:00,2700,0
weekend_U1710_U171001_7,20:25:00,21:10:00,2700,0
weekend_U1710_U171001_8,21:55:00,23:00:00,2700,0
weekend_U1710_U171001_9,22:25:00,23:15:00,2700,0
weekend_U1710_U171001_10,23:15:00,24:30:00,3000,0
weekend_U1710_U171001_11,00:05:00,25:00:00,3000,0
weekend_T2010_T201002_0,05:30:00,06:00:00,900,0
weekend_T2010_T201001_0,05:58:00,06:28:00,900,0
weekend_T2010_T201002_1,06:20:00,07:00:00,1200,0
weekend_T2010_T201001_1,06:54:00,07:34:00,1200,0
weekend_T2010_T201002_2,07:25:00,07:50:00,1500,0
weekend_T2010_T201001_2,07:59:00,08:24:00,1500,0
weekend_T2010_T201002_3,08:15:00,09:30:00,1500,0
